age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,cd_account,securities,TransactionFrequency,Recency,AverageTransactionAmount,month,day
44,management,single,tertiary,no,9956,1,0,unknown,194,2,-1,0,unknown,no,0,0,1,39,235,may,13
50,management,single,tertiary,no,1300,1,0,unknown,379,2,-1,0,unknown,no,0,0,1,70,548,may,13
54,retired,married,secondary,no,2626,0,0,unknown,151,2,-1,0,unknown,no,0,0,1,77,120,may,13
29,admin.,single,secondary,no,-44,1,0,unknown,166,4,-1,0,unknown,no,0,0,1,63,49.5,may,13
59,self-employed,married,tertiary,no,593,0,0,unknown,64,2,-1,0,unknown,no,1,0,1,36,998,may,13
37,technician,married,secondary,no,511,1,0,unknown,232,4,-1,0,unknown,no,0,0,2,50,193.5,may,13
55,retired,married,secondary,no,493,1,0,unknown,647,7,-1,0,unknown,no,1,0,1,75,320,may,13
53,retired,divorced,tertiary,no,599,1,0,unknown,322,3,-1,0,unknown,no,0,0,1,43,510,may,13
31,services,married,secondary,no,272,1,0,unknown,133,12,-1,0,unknown,no,0,0,2,52,764,may,13
49,management,married,tertiary,no,735,1,0,unknown,50,3,-1,0,unknown,no,0,0,1,33,767.53,may,13
28,blue-collar,married,primary,no,15,1,0,unknown,87,2,-1,0,unknown,no,0,0,1,73,200,may,13
47,blue-collar,married,primary,no,159,1,0,unknown,771,2,-1,0,unknown,no,0,0,1,54,148,may,13
31,blue-collar,married,primary,no,651,1,0,unknown,241,2,-1,0,unknown,no,0,0,1,59,180,may,13
49,housemaid,divorced,primary,no,198,1,0,unknown,205,3,-1,0,unknown,no,0,0,2,33,308,may,13
34,blue-collar,married,secondary,no,-100,1,0,unknown,109,9,-1,0,unknown,no,0,0,1,56,39,may,13
43,admin.,married,primary,no,15,1,0,unknown,304,2,-1,0,unknown,no,0,0,1,75,42630,may,13
38,blue-collar,married,primary,no,0,0,0,unknown,209,2,-1,0,unknown,no,0,0,1,43,50,may,13
41,services,married,secondary,no,108,1,1,unknown,83,7,-1,0,unknown,no,0,0,2,26,2606,may,13
44,blue-collar,married,primary,no,617,1,0,unknown,227,2,-1,0,unknown,no,1,0,1,46,10,may,13
31,services,single,secondary,no,516,1,0,unknown,271,2,-1,0,unknown,no,0,0,2,55,693,may,13
35,blue-collar,married,primary,no,11,1,0,unknown,326,4,-1,0,unknown,no,1,0,2,40,309.5,may,13
37,admin.,married,secondary,no,1026,1,0,unknown,389,2,-1,0,unknown,no,0,0,1,71,425,may,13
58,admin.,married,secondary,no,3635,0,0,unknown,273,2,-1,0,unknown,no,0,0,1,65,25,may,13
24,blue-collar,married,secondary,no,32,0,0,unknown,264,3,-1,0,unknown,no,0,0,1,42,50,may,13
35,blue-collar,single,primary,no,-123,1,0,unknown,1106,4,-1,0,unknown,no,0,0,2,66,32.5,may,13
33,blue-collar,divorced,secondary,no,-238,1,0,unknown,73,2,-1,0,unknown,no,0,0,3,40,1972.666667,may,13
40,entrepreneur,married,tertiary,no,1089,1,1,unknown,195,5,-1,0,unknown,no,0,0,1,79,714,may,13
46,admin.,divorced,tertiary,no,3749,1,0,unknown,69,19,-1,0,unknown,no,0,0,1,40,820,may,13
41,blue-collar,married,primary,no,3140,1,0,unknown,87,9,-1,0,unknown,no,0,0,2,77,673.5,may,13
33,blue-collar,married,tertiary,no,221,1,0,unknown,122,7,-1,0,unknown,no,0,0,1,47,805.9,may,13
35,blue-collar,divorced,primary,no,300,1,0,unknown,945,2,-1,0,unknown,yes,0,0,3,24,316.6666667,may,13
57,retired,divorced,primary,no,515,1,0,unknown,288,2,-1,0,unknown,no,0,0,1,49,1200,may,13
40,technician,married,primary,no,819,1,0,unknown,50,3,-1,0,unknown,no,0,0,1,44,265,may,13
36,blue-collar,married,secondary,no,722,1,0,unknown,816,3,-1,0,unknown,no,0,0,1,67,20,may,13
47,management,divorced,secondary,no,3346,1,1,unknown,284,2,-1,0,unknown,no,0,0,1,60,67,may,13
50,blue-collar,married,primary,no,419,1,0,unknown,116,4,-1,0,unknown,no,0,0,2,61,826.5,may,13
51,technician,married,secondary,no,330,1,0,unknown,72,4,-1,0,unknown,no,0,0,2,51,3182.3,may,13
41,management,divorced,tertiary,no,1576,1,0,unknown,232,2,-1,0,unknown,no,0,0,1,61,201.26,may,13
38,management,married,tertiary,no,258,1,0,unknown,124,3,-1,0,unknown,no,0,0,1,56,1999,may,13
39,blue-collar,married,primary,no,317,1,0,unknown,326,3,-1,0,unknown,no,0,0,1,70,200,may,13
25,services,single,secondary,yes,57,1,1,unknown,190,5,-1,0,unknown,no,0,0,1,78,50,may,13
43,technician,married,secondary,no,3285,1,0,unknown,1721,2,-1,0,unknown,yes,0,0,1,60,718,may,13
33,blue-collar,married,secondary,no,152,1,0,unknown,351,2,-1,0,unknown,no,0,0,2,33,625,may,13
45,blue-collar,married,secondary,no,2429,1,0,unknown,171,2,-1,0,unknown,no,0,0,1,63,91,may,13
58,unknown,divorced,secondary,no,3111,1,0,unknown,166,2,-1,0,unknown,no,0,0,1,76,345,may,13
57,blue-collar,married,primary,no,1352,1,0,unknown,104,2,-1,0,unknown,no,0,0,1,0,1024,may,13
27,unemployed,single,tertiary,no,37,1,0,unknown,163,3,-1,0,unknown,no,0,0,2,48,301.5,may,13
25,technician,single,tertiary,no,640,1,0,unknown,492,2,-1,0,unknown,no,0,0,1,48,320,may,13
28,technician,single,secondary,no,468,1,0,unknown,152,3,-1,0,unknown,no,0,0,1,29,45,may,13
33,services,married,secondary,no,184,1,0,unknown,109,4,-1,0,unknown,no,0,0,2,55,206.5,may,13
44,blue-collar,single,secondary,no,633,1,0,unknown,1032,1,-1,0,unknown,no,0,0,1,40,500,may,13
57,admin.,married,secondary,no,7,1,0,unknown,65,6,-1,0,unknown,no,0,0,1,70,4.42,may,14
46,blue-collar,single,secondary,no,57,1,0,unknown,194,4,-1,0,unknown,no,0,1,2,49,1029.3,may,14
57,technician,divorced,secondary,no,0,1,0,unknown,360,2,-1,0,unknown,no,0,0,1,39,10261,may,14
42,blue-collar,divorced,primary,no,419,1,1,unknown,96,4,-1,0,unknown,no,1,0,1,42,150,may,14
46,admin.,married,secondary,no,120,1,0,unknown,20,11,-1,0,unknown,no,0,0,2,67,762.5,may,14
39,entrepreneur,married,secondary,no,580,1,0,unknown,323,4,-1,0,unknown,no,0,0,2,58,105,may,14
27,blue-collar,married,secondary,no,362,1,0,unknown,332,2,-1,0,unknown,no,0,0,2,26,137,may,14
42,management,married,secondary,no,43,1,0,unknown,735,8,-1,0,unknown,no,0,0,2,40,3407.45,may,14
58,admin.,married,secondary,no,749,1,0,unknown,151,2,-1,0,unknown,no,0,0,1,49,500,may,14
42,admin.,single,secondary,no,243,1,0,unknown,46,5,-1,0,unknown,no,0,0,1,47,250,may,14
48,blue-collar,married,primary,no,9004,0,0,unknown,158,3,-1,0,unknown,no,0,0,1,52,512,may,14
57,services,single,secondary,no,2236,1,0,unknown,73,2,-1,0,unknown,no,0,0,2,29,500,may,14
52,admin.,single,secondary,no,3348,1,0,unknown,407,4,-1,0,unknown,no,0,0,1,79,704,may,14
54,blue-collar,divorced,primary,no,2062,1,0,unknown,438,2,-1,0,unknown,no,0,0,1,74,25,may,14
55,retired,married,secondary,no,188,0,0,unknown,139,2,-1,0,unknown,no,0,0,1,58,500,may,14
46,blue-collar,married,primary,no,1483,1,0,unknown,174,3,-1,0,unknown,no,0,0,2,50,728.81,may,14
25,admin.,single,secondary,yes,53,1,0,unknown,313,4,-1,0,unknown,no,0,0,1,44,50,may,14
38,management,divorced,tertiary,no,547,1,0,unknown,137,4,-1,0,unknown,no,0,0,2,37,1652.5,may,14
46,retired,married,primary,no,1374,0,1,unknown,22,3,-1,0,unknown,no,0,0,3,39,518.9666667,may,14
43,blue-collar,married,primary,no,4998,1,0,unknown,93,4,-1,0,unknown,no,0,0,1,52,178,may,14
52,technician,married,secondary,no,0,0,0,unknown,97,2,-1,0,unknown,no,0,0,1,55,235,may,14
27,blue-collar,single,secondary,yes,-2,1,1,unknown,123,5,-1,0,unknown,no,0,0,1,65,193,may,14
29,blue-collar,married,secondary,no,23,1,0,unknown,219,4,-1,0,unknown,no,0,0,1,64,100,may,14
49,admin.,married,secondary,no,512,1,1,unknown,455,3,-1,0,unknown,no,0,0,1,63,200,may,14
30,blue-collar,single,secondary,yes,447,0,0,unknown,103,6,-1,0,unknown,no,0,0,2,40,1075.5,may,14
50,admin.,married,secondary,no,1917,1,0,unknown,200,2,-1,0,unknown,no,0,0,2,56,865.395,may,14
44,blue-collar,married,secondary,no,326,1,0,unknown,35,2,-1,0,unknown,no,0,0,1,73,189,may,14
52,technician,married,secondary,no,0,1,1,unknown,77,2,-1,0,unknown,no,0,0,1,70,100,may,14
44,entrepreneur,married,secondary,no,0,0,0,unknown,211,2,-1,0,unknown,no,0,0,1,59,58,may,14
27,blue-collar,single,secondary,no,14,0,0,unknown,72,2,-1,0,unknown,no,0,0,1,65,50,may,14
35,technician,married,secondary,no,692,1,1,unknown,133,2,-1,0,unknown,no,0,0,1,47,200,may,14
31,blue-collar,married,secondary,no,369,1,1,unknown,89,2,-1,0,unknown,no,0,0,1,62,2498,may,14
31,blue-collar,married,primary,no,591,1,0,unknown,287,3,-1,0,unknown,no,0,0,2,38,804.91,may,14
52,housemaid,married,secondary,no,3923,1,0,unknown,942,3,-1,0,unknown,yes,0,0,1,50,584,may,14
44,blue-collar,married,secondary,no,0,1,0,unknown,101,2,-1,0,unknown,no,0,0,1,70,9695,may,14
28,blue-collar,single,primary,no,348,1,1,unknown,305,3,-1,0,unknown,no,0,0,2,46,649,may,14
41,technician,married,secondary,no,102,1,1,unknown,387,9,-1,0,unknown,no,1,0,1,57,50,may,14
54,technician,divorced,secondary,no,447,1,0,unknown,146,4,-1,0,unknown,no,1,0,1,73,3000,may,14
46,blue-collar,married,secondary,no,2121,1,0,unknown,160,1,-1,0,unknown,no,0,0,1,67,355,may,14
48,blue-collar,married,primary,no,5154,1,0,unknown,70,1,-1,0,unknown,no,0,0,1,29,20,may,14
31,admin.,married,secondary,no,393,1,0,unknown,466,1,-1,0,unknown,no,0,0,1,25,500,may,14
42,services,married,primary,no,5879,1,0,unknown,162,1,-1,0,unknown,no,0,0,2,45,655.5,may,14
40,blue-collar,married,secondary,no,-31,1,0,unknown,117,4,-1,0,unknown,no,0,0,1,78,28,may,14
56,self-employed,married,tertiary,no,871,1,0,unknown,381,1,-1,0,unknown,no,0,0,1,52,2000,may,14
45,management,married,tertiary,no,37378,1,0,unknown,167,1,-1,0,unknown,no,0,0,2,75,727.5,may,14
53,technician,divorced,primary,no,1443,1,0,unknown,476,1,-1,0,unknown,yes,0,0,1,67,604,may,14
31,admin.,married,secondary,no,752,1,0,unknown,178,1,-1,0,unknown,no,0,0,1,75,700.34,may,14
42,management,married,tertiary,no,1093,1,0,unknown,260,1,-1,0,unknown,no,0,0,1,54,700,may,14
52,management,married,tertiary,no,258,0,0,unknown,188,1,-1,0,unknown,no,0,0,1,60,423,may,14
48,management,married,primary,no,247,1,1,unknown,145,1,-1,0,unknown,no,1,0,2,43,729.5,may,14
28,management,single,tertiary,no,202,1,0,unknown,163,3,-1,0,unknown,no,0,0,1,60,1600,may,14
34,technician,single,secondary,no,302,1,0,unknown,282,1,-1,0,unknown,no,0,0,1,64,42,may,14
50,admin.,married,secondary,no,736,1,0,unknown,74,1,-1,0,unknown,no,1,0,1,72,55,may,14
46,blue-collar,married,primary,no,0,1,0,unknown,73,1,-1,0,unknown,no,0,0,1,78,3,may,14
54,blue-collar,married,secondary,no,532,1,0,unknown,220,1,-1,0,unknown,no,1,0,2,40,7650,may,14
43,technician,divorced,secondary,no,0,0,0,unknown,333,1,-1,0,unknown,no,0,0,1,49,121,may,14
55,blue-collar,divorced,secondary,no,7378,0,0,unknown,316,3,-1,0,unknown,no,0,0,1,77,1822,may,14
47,blue-collar,married,primary,no,4666,0,0,unknown,451,3,-1,0,unknown,no,0,0,1,76,599,may,14
43,entrepreneur,married,secondary,no,1516,1,0,unknown,318,1,-1,0,unknown,no,0,0,1,71,600,may,14
45,technician,married,secondary,no,0,1,1,unknown,246,2,-1,0,unknown,no,0,0,2,48,260.48,may,14
46,blue-collar,married,secondary,no,6085,1,1,unknown,311,2,-1,0,unknown,no,0,0,2,42,1025,may,14
39,technician,married,secondary,yes,-183,1,0,unknown,202,2,-1,0,unknown,no,0,0,1,52,235,may,14
26,student,single,secondary,no,91,1,0,unknown,174,2,-1,0,unknown,no,0,0,2,69,280.5,may,14
40,blue-collar,married,secondary,no,30,1,0,unknown,168,3,-1,0,unknown,no,0,0,1,43,200,may,14
48,blue-collar,divorced,primary,no,24,1,0,unknown,832,1,-1,0,unknown,yes,0,0,1,38,23,may,14
53,technician,divorced,secondary,no,522,1,0,unknown,230,1,-1,0,unknown,no,1,0,2,70,980,may,14
40,technician,married,secondary,no,770,1,0,unknown,200,1,-1,0,unknown,no,0,0,1,79,799,may,14
54,blue-collar,married,secondary,no,1288,1,0,unknown,170,1,-1,0,unknown,no,1,0,1,49,665,may,14
46,technician,married,secondary,no,1029,1,0,unknown,142,1,-1,0,unknown,no,0,0,1,68,1150,may,14
47,technician,divorced,secondary,no,4135,1,0,unknown,283,8,-1,0,unknown,no,0,0,1,40,887.4,may,14
50,blue-collar,divorced,secondary,no,204,1,1,unknown,421,1,-1,0,unknown,no,0,0,2,62,2170,may,14
59,retired,divorced,primary,no,1534,1,0,unknown,278,1,-1,0,unknown,no,0,0,2,36,3674.535,may,14
44,services,single,secondary,no,0,1,0,unknown,179,1,-1,0,unknown,no,0,0,1,60,424,may,14
42,management,married,tertiary,no,877,1,0,unknown,238,1,-1,0,unknown,no,0,0,1,81,276,may,14
52,management,married,secondary,no,478,1,0,unknown,110,2,-1,0,unknown,no,1,0,1,72,250,may,14
30,management,single,tertiary,no,1130,1,0,unknown,138,3,-1,0,unknown,no,0,0,1,70,15990,may,14
46,blue-collar,single,secondary,no,2401,1,0,unknown,218,2,-1,0,unknown,no,0,0,1,43,482.35,may,14
45,management,married,tertiary,no,740,1,0,unknown,158,2,-1,0,unknown,no,1,0,1,45,685,may,14
29,admin.,single,secondary,no,993,0,0,unknown,105,1,-1,0,unknown,no,0,0,1,79,100,may,14
53,blue-collar,married,primary,no,896,1,0,unknown,106,1,-1,0,unknown,no,1,0,1,46,30,may,14
55,admin.,married,secondary,no,332,1,0,unknown,217,1,-1,0,unknown,no,0,0,2,55,2294,may,14
45,management,single,tertiary,no,1088,0,0,unknown,132,1,-1,0,unknown,no,0,0,1,69,210,may,14
35,technician,married,secondary,no,51,1,0,unknown,824,2,-1,0,unknown,no,0,0,1,44,500,may,14
52,blue-collar,single,secondary,no,1541,1,0,unknown,243,1,-1,0,unknown,no,0,0,3,74,378.6666667,may,14
40,management,married,tertiary,no,413,1,0,unknown,150,1,-1,0,unknown,no,0,0,1,41,310,may,14
42,admin.,married,secondary,no,2656,1,0,unknown,238,1,-1,0,unknown,no,0,0,1,46,33,may,14
41,blue-collar,single,primary,no,1618,1,0,unknown,1553,1,-1,0,unknown,yes,0,0,1,72,1000,may,14
42,admin.,divorced,secondary,no,146,1,0,unknown,148,2,-1,0,unknown,no,0,0,1,76,100,may,14
40,admin.,married,secondary,no,153,1,0,unknown,159,2,-1,0,unknown,no,0,0,1,61,63,may,14
41,services,married,secondary,no,4505,1,0,unknown,108,2,-1,0,unknown,no,0,0,1,66,30,may,14
57,management,married,tertiary,no,0,1,0,unknown,124,1,-1,0,unknown,no,0,0,1,67,300,may,14
45,admin.,married,secondary,no,520,1,0,unknown,452,1,-1,0,unknown,no,1,1,1,21,3500,may,14
47,management,married,primary,no,4151,1,0,unknown,114,1,-1,0,unknown,no,0,0,1,58,189,may,14
40,unemployed,married,secondary,no,3382,1,0,unknown,125,1,-1,0,unknown,no,0,0,1,38,145,may,14
33,technician,single,secondary,no,261,1,0,unknown,622,1,-1,0,unknown,no,0,0,2,45,262,may,14
49,entrepreneur,married,secondary,no,1160,1,0,unknown,153,1,-1,0,unknown,no,0,0,1,65,569,may,14
39,management,divorced,tertiary,no,517,1,1,unknown,1328,1,-1,0,unknown,yes,0,0,1,40,200,may,14
50,services,married,secondary,no,2956,1,0,unknown,686,1,-1,0,unknown,no,0,0,1,40,17,may,14
60,retired,divorced,primary,no,1327,1,1,unknown,80,1,-1,0,unknown,no,0,0,1,62,400,may,14
53,technician,married,secondary,no,8417,1,0,unknown,435,1,-1,0,unknown,no,0,0,1,77,2500,may,14
58,retired,married,secondary,no,-172,1,0,unknown,300,1,-1,0,unknown,no,0,0,1,47,500,may,14
52,services,married,secondary,no,2257,1,0,unknown,203,1,-1,0,unknown,no,0,0,1,81,3440,may,14
42,admin.,single,secondary,no,277,1,0,unknown,121,1,-1,0,unknown,no,0,0,2,41,2906.5,may,14
42,blue-collar,married,secondary,no,902,1,0,unknown,71,1,-1,0,unknown,no,0,0,1,36,30,may,14
43,technician,married,secondary,no,212,1,0,unknown,78,1,-1,0,unknown,no,0,0,2,48,450,may,14
51,admin.,married,secondary,no,513,1,0,unknown,534,1,-1,0,unknown,no,1,0,1,68,1132,may,14
53,unknown,divorced,tertiary,no,2272,1,0,unknown,243,1,-1,0,unknown,no,0,0,1,53,737.45,may,14
53,technician,married,secondary,no,719,1,0,unknown,230,1,-1,0,unknown,no,1,0,2,46,375,may,14
42,management,married,tertiary,no,1,0,0,unknown,253,1,-1,0,unknown,no,0,0,1,75,2250,may,14
40,technician,married,secondary,no,503,1,0,unknown,127,3,-1,0,unknown,no,1,0,2,62,674.5,may,14
59,retired,married,secondary,no,1521,1,1,unknown,1125,2,-1,0,unknown,yes,1,0,1,66,970,may,14
59,retired,married,secondary,no,2516,1,1,unknown,282,1,-1,0,unknown,no,0,0,1,54,426,may,14
48,housemaid,married,tertiary,no,468,1,0,unknown,220,1,-1,0,unknown,no,0,0,1,64,589,may,14
59,blue-collar,married,primary,no,259,1,1,unknown,267,2,-1,0,unknown,no,1,0,1,65,299,may,14
49,unemployed,married,secondary,no,769,1,0,unknown,257,1,-1,0,unknown,no,0,0,1,59,120.96,may,14
42,management,married,tertiary,no,-700,1,0,unknown,110,1,-1,0,unknown,no,0,0,1,60,1122,may,14
37,blue-collar,married,secondary,no,15801,1,0,unknown,456,9,-1,0,unknown,no,0,0,1,54,500,may,14
40,blue-collar,married,primary,no,7831,1,0,unknown,78,1,-1,0,unknown,no,0,0,2,44,1949.5,may,14
31,management,married,tertiary,no,0,0,0,unknown,298,1,-1,0,unknown,no,0,0,2,66,530,may,14
41,blue-collar,married,secondary,no,-68,1,0,unknown,429,2,-1,0,unknown,no,0,0,2,50,2.5,may,14
60,technician,married,secondary,no,2639,1,0,unknown,483,2,-1,0,unknown,no,0,0,1,57,340,may,14
42,admin.,divorced,secondary,no,1076,1,0,unknown,213,1,-1,0,unknown,no,0,0,2,48,925.5,may,14
48,blue-collar,married,primary,no,584,1,0,unknown,51,1,-1,0,unknown,no,1,0,1,65,955,may,14
43,blue-collar,married,secondary,no,2706,1,1,unknown,44,1,-1,0,unknown,no,0,0,2,51,1910.39,may,14
47,blue-collar,married,primary,no,1294,1,0,unknown,164,2,-1,0,unknown,no,0,0,1,21,500,may,14
40,self-employed,married,primary,no,771,1,0,unknown,166,1,-1,0,unknown,no,1,0,1,74,100,may,14
55,unemployed,divorced,secondary,no,283,1,1,unknown,220,2,-1,0,unknown,no,0,0,1,71,500,may,14
51,management,divorced,tertiary,no,482,1,0,unknown,178,1,-1,0,unknown,no,0,0,1,55,1100,may,14
54,management,married,tertiary,no,11,0,0,unknown,452,2,-1,0,unknown,no,0,0,2,41,1157.5,may,14
41,blue-collar,married,secondary,no,2823,1,0,unknown,858,1,-1,0,unknown,yes,0,0,1,68,40,may,14
41,blue-collar,married,secondary,no,338,1,0,unknown,87,1,-1,0,unknown,no,0,0,1,67,263.64,may,14
53,blue-collar,married,secondary,no,5700,1,0,unknown,97,1,-1,0,unknown,no,0,0,1,74,50,may,14
46,admin.,married,secondary,no,3028,1,1,unknown,116,1,-1,0,unknown,no,0,0,1,40,30,may,14
45,entrepreneur,married,primary,no,2418,1,0,unknown,120,1,-1,0,unknown,no,0,0,1,29,105.07,may,14
48,blue-collar,married,secondary,no,1405,1,0,unknown,629,2,-1,0,unknown,yes,0,0,1,47,10,may,14
44,services,single,secondary,no,0,1,0,unknown,198,1,-1,0,unknown,no,0,0,3,42,1615.416667,may,14
47,blue-collar,married,secondary,no,2775,0,0,unknown,262,1,-1,0,unknown,no,0,0,2,26,995,may,14
49,blue-collar,married,secondary,no,611,1,1,unknown,179,1,-1,0,unknown,no,0,0,1,42,239,may,14
41,blue-collar,married,primary,no,1654,1,0,unknown,35,1,-1,0,unknown,no,0,0,2,50,2004.5,may,14
54,blue-collar,married,primary,no,1691,1,0,unknown,156,1,-1,0,unknown,no,0,0,1,37,50,may,14
48,technician,married,secondary,no,427,0,0,unknown,201,1,-1,0,unknown,no,1,0,1,44,363,may,14
30,blue-collar,married,secondary,no,938,1,0,unknown,159,1,-1,0,unknown,no,0,0,1,71,260,may,14
45,blue-collar,married,primary,no,626,1,0,unknown,68,1,-1,0,unknown,no,1,0,1,72,65,may,14
42,blue-collar,single,secondary,no,24,0,0,unknown,229,1,-1,0,unknown,no,0,1,1,46,300,may,14
48,technician,married,secondary,no,7373,1,0,unknown,126,1,-1,0,unknown,no,0,0,4,55,460,may,14
40,admin.,married,secondary,no,1535,1,0,unknown,704,1,-1,0,unknown,yes,0,0,2,43,109.5,may,14
47,blue-collar,married,primary,no,2,1,1,unknown,164,1,-1,0,unknown,no,0,0,2,53,4430,may,14
47,admin.,married,secondary,no,829,1,1,unknown,339,1,-1,0,unknown,no,1,0,1,66,1303,may,14
33,blue-collar,single,secondary,no,164,1,0,unknown,461,1,-1,0,unknown,no,0,0,1,40,1020,may,14
54,blue-collar,married,secondary,no,1765,1,0,unknown,188,1,-1,0,unknown,no,0,0,1,68,100,may,14
46,blue-collar,married,secondary,no,1733,1,0,unknown,546,1,-1,0,unknown,no,0,0,1,75,40,may,14
53,retired,married,primary,no,383,1,0,unknown,171,1,-1,0,unknown,no,0,0,1,81,200,may,14
25,technician,single,tertiary,no,777,1,0,unknown,351,1,-1,0,unknown,no,0,0,1,49,50,may,14
50,management,married,secondary,no,0,1,0,unknown,94,4,-1,0,unknown,no,0,0,1,79,95,may,14
40,blue-collar,married,secondary,no,1522,1,1,unknown,168,2,-1,0,unknown,no,0,0,1,42,859,may,14
53,management,married,tertiary,no,4446,1,0,unknown,429,1,-1,0,unknown,no,0,0,3,29,276.6666667,may,14
41,blue-collar,married,secondary,no,923,1,0,unknown,249,2,-1,0,unknown,no,0,0,2,37,375.16,may,14
41,admin.,married,secondary,no,1309,1,0,unknown,568,1,-1,0,unknown,no,0,0,1,53,628.43,may,14
42,management,married,tertiary,no,1340,1,0,unknown,299,1,-1,0,unknown,no,0,0,1,74,225,may,14
47,management,married,tertiary,no,3158,1,0,unknown,282,1,-1,0,unknown,no,0,0,2,59,1090,may,14
48,blue-collar,married,secondary,no,1596,1,0,unknown,760,1,-1,0,unknown,yes,0,0,1,51,295,may,14
43,blue-collar,married,primary,no,887,1,0,unknown,211,1,-1,0,unknown,no,0,0,1,60,198,may,14
55,management,married,tertiary,no,23189,1,0,unknown,77,1,-1,0,unknown,no,0,0,1,56,1165,may,14
40,admin.,married,secondary,no,1010,1,0,unknown,283,1,-1,0,unknown,no,0,0,1,81,80,may,14
45,blue-collar,married,primary,no,246,1,0,unknown,263,1,-1,0,unknown,no,1,0,1,43,200,may,14
54,retired,married,secondary,no,918,1,0,unknown,189,1,-1,0,unknown,no,0,0,2,47,1700,may,14
46,blue-collar,married,primary,no,1429,1,0,unknown,91,1,-1,0,unknown,no,0,0,1,68,200,may,14
57,retired,divorced,primary,no,2439,1,0,unknown,32,1,-1,0,unknown,no,0,0,1,60,302.59,may,14
49,entrepreneur,married,secondary,no,348,1,0,unknown,139,2,-1,0,unknown,no,0,0,2,50,467,may,14
49,admin.,married,secondary,no,387,1,0,unknown,347,1,-1,0,unknown,no,0,0,1,56,180,may,14
41,blue-collar,single,primary,no,22,1,0,unknown,152,1,-1,0,unknown,no,0,0,1,47,1750,may,14
42,self-employed,married,primary,no,3641,1,0,unknown,869,1,-1,0,unknown,no,0,0,2,66,1093.9,may,14
42,management,single,secondary,no,2535,1,0,unknown,339,1,-1,0,unknown,no,0,0,1,64,1276.16,may,14
49,technician,married,primary,no,1878,1,0,unknown,267,1,-1,0,unknown,no,0,0,1,78,220,may,14
42,blue-collar,married,secondary,no,3,1,0,unknown,34,1,-1,0,unknown,no,0,0,2,56,53,may,14
34,unemployed,single,secondary,no,9,1,0,unknown,153,2,-1,0,unknown,no,0,0,1,39,220,may,14
47,blue-collar,married,primary,no,502,1,0,unknown,28,2,-1,0,unknown,no,1,0,1,70,200,may,14
41,admin.,married,secondary,no,3634,1,0,unknown,216,1,-1,0,unknown,no,0,0,1,50,1589,may,14
45,technician,married,secondary,no,3395,1,0,unknown,215,1,-1,0,unknown,no,0,0,1,45,1,may,14
33,admin.,single,secondary,no,673,1,0,unknown,199,2,-1,0,unknown,no,0,0,1,61,25,may,14
53,blue-collar,married,primary,no,600,1,0,unknown,139,1,-1,0,unknown,no,1,0,3,54,169.6666667,may,14
43,unemployed,single,primary,no,698,1,0,unknown,322,1,-1,0,unknown,no,1,0,1,60,20,may,14
40,blue-collar,divorced,secondary,no,2540,1,0,unknown,189,1,-1,0,unknown,no,0,0,2,72,590,may,14
34,blue-collar,married,primary,no,357,1,0,unknown,197,2,-1,0,unknown,no,0,0,1,59,1.85,may,14
40,technician,married,secondary,no,782,1,0,unknown,224,2,-1,0,unknown,no,0,0,1,26,1222,may,14
41,blue-collar,married,primary,no,2097,1,0,unknown,160,1,-1,0,unknown,no,0,0,1,78,50,may,14
57,admin.,divorced,primary,no,628,1,1,unknown,191,1,-1,0,unknown,no,0,0,1,43,3500,may,14
42,technician,married,secondary,no,0,1,0,unknown,833,1,-1,0,unknown,no,0,0,1,21,606.9,may,14
57,services,married,secondary,no,6874,1,0,unknown,356,1,-1,0,unknown,no,0,0,1,40,54,may,14
43,blue-collar,divorced,secondary,no,16,1,0,unknown,485,2,-1,0,unknown,no,0,0,1,78,94.11,may,14
45,blue-collar,married,primary,no,1691,1,0,unknown,57,1,-1,0,unknown,no,0,0,1,42,50,may,14
60,retired,married,primary,no,1542,1,0,unknown,930,1,-1,0,unknown,yes,0,0,1,56,50,may,14
49,blue-collar,married,primary,no,11317,1,0,unknown,208,1,-1,0,unknown,no,0,0,1,66,633.33,may,14
42,admin.,married,secondary,yes,-1300,0,0,unknown,89,1,-1,0,unknown,no,0,0,1,60,290,may,14
41,services,married,primary,no,299,1,0,unknown,72,1,-1,0,unknown,no,0,0,4,44,798.25,may,14
33,technician,single,secondary,no,189,1,0,unknown,260,1,-1,0,unknown,no,0,0,1,77,1610,may,14
56,blue-collar,married,secondary,no,1412,1,0,unknown,129,1,-1,0,unknown,no,1,0,1,73,335,may,14
49,blue-collar,married,primary,no,0,1,0,unknown,151,2,-1,0,unknown,no,0,1,2,36,1050,may,14
41,blue-collar,married,secondary,no,235,1,0,unknown,181,1,-1,0,unknown,no,0,0,1,54,280,may,14
48,management,married,tertiary,no,20718,1,0,unknown,125,1,-1,0,unknown,no,0,0,1,37,2197,may,14
41,technician,married,secondary,no,1043,1,1,unknown,225,1,-1,0,unknown,no,0,0,1,73,1,may,14
41,services,married,secondary,no,890,1,0,unknown,829,1,-1,0,unknown,no,0,0,1,64,90,may,14
30,technician,single,secondary,no,768,0,1,unknown,749,2,-1,0,unknown,no,0,0,1,21,1800,may,14
